Country,State,Year,Crop Category,Season,Crop Name,Area (UOM:Ha(Hectares)),Production (UOM:t(Tonnes)),Yield (UOM:Kg/Ha(KilogramperHectare))
India,Nagaland,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Pulses,18.39,21.801,1185.495
India,West Bengal,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,54.926,38.415,699.396
India,Nagaland,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Maize,63.68,126.214,1982
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Coarse Cereals,618.54,1829.776,2958.218
India,West Bengal,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Coarse Cereals,117.546,583.615,4964.992
India,Ladakh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Maize,6.3859614564102483945,13.9788765166142485915,53.2826749763945285
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,475.2,171.223,360.317
India,Meghalaya,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,20.96,73.37,3500.477
India,Punjab,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Sunflower,5.7,10.488,1840
India,Rajasthan,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Castorseed,222.99,341.09,1529.62
India,Nagaland,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,19.38,21.49,1108.875
India,Mizoram,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Coarse Cereals,0.14,0.18,1285.714
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Ragi,0.4,0.2,500
India,Manipur,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,26.19,58.75,2243.223
India,Telangana,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,1110,4312.224,3884.886
India,West Bengal,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Groundnut,2.107,1.9,901.756
India,Punjab,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Masur,1,0.6,600
India,West Bengal,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,4272.485,11663.094,2729.815
India,Manipur,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Sesamum,,0,
India,Sikkim,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Small Millets,2.114,2.182,1032
India,Puducherry,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,1.051,0.397,377.832
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Moong,89.5,40.3,450.279
India,Telangana,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Foodgrains,2169,4865.888,2243.379
India,Nagaland,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Cereals,7.32,15.34,2095.628
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,6.6,2.119,321
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi or Summer,Sunflower,28,23,821.429
India,Ladakh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Wheat,7.0196577379705294155,16.3558095883912710230,56.7147705322061450
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Gram,2231.3,2396.416,1074
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,1,1,1000
India,Puducherry,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Sugarcane,1.445,180.625,125000
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Jowar,2608,1524,584.356
India,Mizoram,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Soyabean,1.019,1.604,1574.092
India,Kerala,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Peas and Beans or Others,1.593,0,0
India,Meghalaya,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,21.078,44.548,2113.474
India,Telangana,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Groundnut,13,22,1692.308
India,Odisha,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Sugarcane,3.71,240.052,64704
India,Punjab,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Groundnut,1.8,3.564,1980
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Bajra,0.434,0.478,1101.382
India,Tripura,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute,0.436,0.696,1596
India,Rajasthan,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,14.49,9.41,649.413
India,Rajasthan,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Cereals,5860.726,6346.673,1082.916
India,Maharashtra,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,1568,3017,1924.107
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,2071.929,7372.225,3558.146
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,1277.36,782.94,612.936
India,Karnataka,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sunflower,134,78,582.09
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,3306,4591.096,1388.716
India,Tripura,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,198.194,585.267,2953
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,7404,4982.785,672.986
India,Sikkim,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Wheat,0.36,0.39,1083.333
India,Tripura,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Moong,2.32,1.45,625
India,West Bengal,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Kulthi,3,1.5,500
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Oilseed,15,14.505,967
India,West Bengal,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Ragi,11,12.5,1136.364
India,Odisha,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Mesta,6.39,5.674,887.887
India,Kerala,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Jowar,0.17,0.13,764.706
India,Maharashtra,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Barley,3,1,333.333
India,Tripura,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,0.687,36.37,52940.32
India,Mizoram,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Oilseed,0.743,0.694,934.051
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Pulses,1.51,1.21,801.325
India,Manipur,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,0,0,
India,Telangana,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Rabi,Soyabean,128,206.02,1609.531
India,Maharashtra,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Foodgrains,4574,3287,718.627
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Ragi,70.31,138.31,1967.145
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Wheat,0.04,0.092,2300
India,Meghalaya,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Gram,0.54,0.33,611.111
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Kulthi (Horse Gram),8,4,2000
India,Nagaland,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,270.13,447.65,1657.165
India,Ladakh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Foodgrains,15.123857671577529645,28.394627154049113445,45.6997397685159379680
India,Telangana,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,263.53,139.48,529.276
India,Puducherry,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Coarse Cereals,0.176,0.415,2358.04
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Linseed,26,10,384.615
India,Ladakh,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rajmash,0.2952332411094971385,0.9179760262150602345,75.6836462348349242110
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Avare,26,16,615.385
India,Rajasthan,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Gram,2463.05,2657.631,1079
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
India,Nagaland,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Rapeseed and Mustard,27.54,27.84,1010.893
India,Meghalaya,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Rapeseed and Mustard,9.78,9.35,956.033
India,Maharashtra,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Others,104,51.7,497.115
India,Nagaland,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Jute and Mesta,4.88,1.409,288.811
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Nigerseed,74.5,27.5,369.128
India,Kerala,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Pulses,1.8,2.54,1411.111
India,Odisha,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,3840.57,5242.85,1365.123
India,Puducherry,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Oilseed,0,0,
India,Mizoram,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,38,52.9,1392.105
India,Manipur,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Oilseed,25.55,21.462,840
India,Punjab,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Cereals,3517,16110.3,4580.694
India,Nagaland,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Oilseed,35.15,33.55,954.481
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Small Millets,72,88,1222.222
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Summer,Sunflower,2,2,1000
India,Ladakh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Ragi,0.212497831221527745,0.069615555245540590,7.9742914656540456390
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Cereals,1712.358,6888.095,4022.579
India,Nagaland,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Groundnut,0.97,1.01,1041
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Oilseed,848,857.953,1011.737
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Ragi,0.85,1.445,1700
India,Nagaland,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Rice,3.55,8.95,2521.127
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,0.58,0.14,241.379
India,Rajasthan,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Cotton,487,259.59,533.039
India,Tripura,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Small Millets,0.458,0.38,830
India,Ladakh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Barley,0.290389361566188545,0.169170667467310175,14.1802748047616621725
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Coarse Cereals,23.3,31.47,1350.644
India,Punjab,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Cereals,3525,16638,4720
India,West Bengal,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Soyabean,0.6,0.5,833.333
India,West Bengal,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Cereals,4282.215,11168.757,2608.173
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Wheat,5911,17688.668,2992.5
India,Tripura,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Foodgrains,209.62,552.81,2637.201
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Moong,170.25,137.32,806.579
India,Odisha,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Ragi,51.48,38.02,738.539
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Cereals,17.319,35.299,3302.773
India,Nagaland,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,21.98,25.191,1146.075
India,Maharashtra,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Wheat,1067,1308,1225.867
India,Odisha,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Gram,38.95,29.78,764.57
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Groundnut,123.79,407.65,3293.077
India,Maharashtra,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Oilseed,4409.1,5033.401,1141.594
India,Manipur,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Other Pulses,2.43,2.44,1004.115
India,Ladakh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,6.3814826934154303985,13.257868697758249355,50.5699320444190871945
India,Rajasthan,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Linseed,2.11,2.85,1350.711
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sesamum,2.01,0.54,268.657
India,Punjab,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Gram,1.6,2.2,1375
India,Maharashtra,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Small Millets,76,31,407.895
India,Mizoram,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Foodgrains,2.14,3.32,1551.402
India,Tripura,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Jowar,0.189,0.161,852
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Masur,530.1,338.3,638.181
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,,Bajra,179,344.4,1924.022
India,Ladakh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Masur,0.001460466193962390,0.000730233096981195,12.1705516163532500
India,Telangana,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Moong,7,6.636,948
India,Odisha,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Cereals,3668.41,6020.368,1641.138
India,Nagaland,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sesamum,3.66,2.229,609
India,Karnataka,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Coarse Cereals,1120,1440.064,1285.771
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Kulthi (Horse Gram),0.15,0.05,333.333
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,2140.8,133061.42,62154.998
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Mesta,2,0.36,180
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,2928,12783.648,4366
India,Tripura,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Other Pulses,4.315,3.357,777.984
India,Sikkim,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Ragi,3,3.4,1133.333
India,Punjab,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,3556.7,15124.3,4252.341
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,45.73,17.194,376
India,Manipur,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Groundnut,0,0,
India,West Bengal,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Maize,53.66,182.229,3396
India,Tripura,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Soyabean,0.497,0.364,732
India,Meghalaya,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rice,96.29,173.99,1806.937
India,Maharashtra,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,1516,2785,1837.071
India,Tripura,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Cotton,0.605,0.16,265
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Groundnut,0,0,
India,Odisha,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Ragi,45.69,28.33,620.048
India,Odisha,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Rice,233.4,783.19,3355.57
India,Kerala,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Ragi,0.064,0.076,1179.688
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Urad,12,10.416,868
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,5494,16370.691,2979.74
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Coarse Cereals,200,480,2400
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Safflower,26,25.272,972
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Wheat,834.4,1249.18,1497.1
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Barley,144,403.344,2801
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Nigerseed,6,1.998,333
India,Rajasthan,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Tur,7.77,6.83,879
India,Rajasthan,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Moth,863.93,236.23,273.437
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,19.177,1527.582,79657
India,Puducherry,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,12.05,36.83,3056.432
India,Karnataka,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Maize,108.3,365.75,3377.193
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Bhatt,8,8,1000
India,Rajasthan,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Pulses,4274.548,1867.031,436.779
India,Rajasthan,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Maize,866.541,1141.696,1317.533
India,Tripura,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Maize,2.5,3.887,1554.8
India,Meghalaya,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Pulses,1.17,1.52,1299.145
India,Karnataka,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Cotton,817,396.1,484.823
India,Punjab,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Maize,109,395.125,3625
India,Mizoram,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Oilseed,1.82,2.07,1137.363
India,Karnataka,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Soyabean,318,237,745.283
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sesamum,0.006,0.002,250
India,West Bengal,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Peas,15.025,18.34,1220.632
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Small Millets,1,1.711,1711
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
India,Punjab,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,3530.4,17185.987,4868
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Tur,3,2.553,851
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Coarse Cereals,1345.23,855.183,635.715
India,Tripura,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Jute,0.59,0.966,1638
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi or Summer,Jowar,662,727,1098.187
India,Rajasthan,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,5797.67,6633.993,1144.252
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,15,12,800
India,Odisha,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Kulthi (Horse Gram),26.32,10.49,398.556
India,Maharashtra,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Foodgrains,5588.5,6619.076,1184.41
India,Maharashtra,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Tur,1240.7,1127.796,909
India,Nagaland,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Maize,68.67,134.65,1960.827
India,Mizoram,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Foodgrains,42.734,72.162,1688.627
India,Kerala,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,1.35,1.89,1400
India,Uttarakhand,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,350,1040.848,2973.851
India,Meghalaya,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Tur,1.15,1.47,1278.261
India,West Bengal,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Ragi,10.13,11.09,1094.768
India,Mizoram,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Cereals,0.89,1.63,1831.461
India,Odisha,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Maize,2.59,7.54,2911.197
India,West Bengal,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,2.076,1.663,801
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Foodgrains,8769,17670.038,2015.057
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Barbati or Others,61,56,918.033
India,Ladakh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Coarse Cereals,8.4526428263831937770,12.752790805679589480,36.7242500446942085710
India,West Bengal,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Groundnut,2.5,2.5,1000
India,Uttar Pradesh,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,5837,12433,2130.033
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Soyabean,5578,6353,1138.939
India,Telangana,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Bajra,8,3.976,497
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Sesamum,0.01,0.008,827
India,Manipur,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,5.11,4.38,857.143
India,Karnataka,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Jute and Mesta,0,0,
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Sesamum,314.5,157.1,499.523
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,1711,3025.2,1768.089
India,Sikkim,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Foodgrains,0.77,0.82,1064.935
India,Tripura,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,2.59,7.94,3065.637
India,Ladakh,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Moth,0.18986060521511070,0.0568851582548350905,7.2936411959578737795
India,Tripura,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Groundnut,1.148,1.413,1231
India,Rajasthan,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,Rabi,Oilseed,2506.922,2982.323,1189.635
India,Sikkim,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Oilseed,4.06,3.85,948.276
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Oilseed,853,798.2,935.756
India,Odisha,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Moong,121.31,33.44,275.657
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Jute and Mesta,0,0,
India,Telangana,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Sesamum,21,13.356,636
India,Sikkim,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Urad,2.9,2.7,931.034
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Ragi,0.85,1.616,1900
India,Telangana,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Other Pulses,6,6,1000
India,Maharashtra,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,8.2,1.845,225
India,Ladakh,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Masur,0.001217055161635325,0.000730233096981195,14.6046619396239000
India,The Dadra And Nagar Haveli And Daman And Diu,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Rapeseed and Mustard,0,0,
India,Puducherry,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,13.829,35.554,2571
India,Tamil Nadu,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Rice,176.58,744.286,4215
India,Nagaland,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Other Pulses,17.65,21,1189.802
India,West Bengal,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Tur,4.845,4.128,852
India,Madhya Pradesh,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Nigerseed,43,16,372.093
